リスト名,担当名,パスアポ,会社名,HP,HPリンク,説明,説明リンク,電話番号,代表者,リストランク,アポ獲得,アプローチ内容,見込み,アプローチ備考,次回アプローチ日,地域,業種,従業員数,リストアップ担当者,条件NG,リストアップ更新日,調査,行動履歴チェック,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,野村,橋爪,株式会社植田開発,,https://www.kawara-s.or.jp/%E4%BC%9A%E5%93%A1%E7%B4%B9%E4%BB%8B/%E9%81%8B%E8%BC%B8%E6%A5%AD/%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E6%A4%8D%E7%94%B0%E9%96%8B%E7%99%BA/,,https://www.voice-report.jp/report/2022_1000th_100/,,,,,追客,C,留守電,,福岡県田川郡香春町大字鏡山364-5,貨物運送、配達、配送,,中井,TRUE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,野村,,医療法人　将和会,,showakai-mc.com,,https://jws-japan.or.jp/whitecareer/white_company/4820,81936531313,,,,追客,B,12/5診療中　18時ごろ,,福岡県北九州市小倉南区長行東1-9-11,病院、医療、福祉,,松永海斗,TRUE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,野村,,株式会社IXMILE,,ixmile.jp,,https://ixmile.jp/2025/04/01/%e3%80%8a2%e5%b9%b4%e9%80%a3%e7%b6%9a%e5%8f%97%e8%b3%9e%e3%80%8b%e7%b7%8f%e5%90%88%e6%8e%a1%e7%94%a8%e6%94%af%e6%8f%b4%e4%bc%9a%e7%a4%be%e3%80%8cixmile%e3%80%8d%e3%81%8csmb-excellent-award-2025/,81433074950,,,,,,電話番号ない,,千葉県千葉市花見川区幕張本郷1-3-5 大岩ビル205,人材・派遣サービス,,戸倉,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,野村,,株式会社TECNES,,tecnes.co.jp,,https://jws-japan.or.jp/whitecareer/white_company/7969,81666187307,,,,追客,C,12/5 不在　アポないとこない,,大阪府東大阪市川俣1-6-10,土木建築工事,,松永海斗,TRUE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,野村,,綾部商工会議所,,ayabe-cci.jp,,https://www.voice-report.jp/report/2021_800th_114/,81773420701,,,,担当NG,B,"1/19 健康経営責任者様NG
12/05取材の旨伝えた折り返しくる",,京都府綾部市西町1-50-1,国家行政、地方行政,,中井,FALSE,,,2,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,峰尾,,株式会社ダイワ・エム・ティ,,daiwa-mt.co.jp,,https://j-president.net/shizuoka/daiwa-mt/,81545350350,和久田わくだ,,,受付NG,,"12・２５　社長不在　
1・9　社長不在　
1・13　社長不在
2・4　着信拒否
2・9　30代女性　16：30
2・9　50代男性
2・9　50代男性　NG",,静岡県富士市大渕539,グラフィックデザイン,,松永海斗,FALSE,,,7,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,峰尾,,株式会社さくら技研,,sakura-giken.co.jp,,https://www.sakura-giken.co.jp/20230621100728,81188654109,佐藤,,,受付NG,,豪雨災害の対応で忙しい、社長に記事の概要伝えてくれる。　12・２５　社長受付ブロック,,秋田県秋田市川尻町字大川反170-26,建設,,松永海斗,TRUE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,,,株式会社フレクシェ,,flexsche.com,,https://www.flexsche.com/blog/2024/04/post-12.html,81367129549,望月,,,追わない,,担当は社長の予定全く知らなかった。　興味があれば連絡来る,,東京都品川区北品川1-19-5　コーストライン品川ビル2階,情報処理システム、情報処理サービス,,松永海斗,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,,,株式会社GAUSS,,gauss-ai.jp,,https://www.wantedly.com/companies/GAUSS/post_articles/483330,81362761976,宇都宮,,,追わない,,リモート勤務のため電話できず,,東京都渋谷区神泉町3-4 コーポエーデルワイス 101,経営コンサルティング,,松永海斗,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,,,株式会社Maneql,,maneql.co.jp,,https://jws-japan.or.jp/whitecareer/special/employee/4087,81722304510,田窪,,,追わない,,社長に行くにはメールのみ,,大阪府堺市北区中百舌鳥町5-764-2　中百舌鳥ビル3F,コンピューターソフトウェア,,松永海斗,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,,,株式会社ダイアナ,,diana.co.jp,,https://jws-japan.or.jp/whitecareer/special/employee/1945,81334661144,徳田,,,追わない,,出なかったので、再度チャレンジ,,東京都渋谷区富ヶ谷1-35-23　Dstyle group.Building 3階,アパレル、衣服、ファッション,,松永海斗,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,,,新立電機株式会社,,shinritsu.co.jp,,https://be-win.co.jp/yamaguchi/job_articles/4809925,81833436130,福本,,,受付NG,,1・9　30代女性きちんと受付ブロック,,山口県下松市東海岸通り1番地の10,生産用／業務用機械器具,,松永海斗,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,,,エンライズソリューション株式会社,,enrise-sol.co.jp,,https://jws-japan.or.jp/whitecareer/white_company/678,81362760240,あごう,,,受付NG,,12・１９社長リモートワーク中、受付から社長の予定を聴くことも出来かねます―　見込みなし,,東京都渋谷区代々木1-43-7 SKビル,コンピューターセキュリティー、ネットワークセキュリティー,,松永海斗,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,峰尾,,株式会社△▢〇（みよまる）,,340.co.jp,,https://jws-japan.or.jp/whitecareer/white_company/8310,81828483400,うぶ西,,,追客,,"12・19　社長不在　
12・２５　社長不在　
1・9　12の週から社長いる　
1・19　お局、対応悪
2・4　40代女性　出張中　月曜帰ってくる
2・9　40代女性　お局
2・12　30代女性　こっちならいける　16：30
2・17　40代女性　今週しんどい
3・23　40代女性　外れ―",,広島市安佐南区伴中央4丁目8-23,設計,,松永海斗,FALSE,,,9,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,峰尾,,カセツリース株式会社,,kasetsu.co.jp,,https://kasetsu.co.jp/20240601,81286865063,村上,,,追客,,"12・19不在　社長がいついるかわからない　
12・２５　不通
2・9　30代女性　いけそう",,栃木県さくら市喜連川1175,建設,,松永海斗,TRUE,,,3,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,峰尾,,株式会社メディカル・ケアセンター,,medical-care.co.jp,,https://jws-japan.or.jp/whitecareer/white_company/8469,81926267714,福山,,,受付NG,,取材ＮＧ,,福岡県福岡市東区多の津1丁目11番12号,医薬品,,松永海斗,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,峰尾,,株式会社テクニカルニッポン,,www.technical-nippon.co.jp,,健康経営優良法人　中小規模法人部門　認定,81593756611,松島 孝之,,,受付NG,,"1・9　ぶっきらぼうな女性　社長不在　
1・19　みこみなし",,三重県鈴鹿市国府町 7651-24,自動車、輸送用機械器具、輸送用機器,,安保,FALSE,,,2,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,峰尾,,株式会社サタコンサルタンツ,,satacon.co.jp,,勤続年数長い,81992507360,重中 一朗,,,受付NG,,12/23　不在　1・9　50代女性　,,鹿児島県鹿児島市鷹師2丁目3番2号,金融サービス,,安保,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,峰尾,,株式会社 アレックスマネジメント,,www.alex.co.jp,,勤続年数長い,81356149711,櫻井 雅之,,,受付NG,,1・19　40代女性　NG,,東京都中央区日本橋本町2-8-7,,,安保,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,リスト,,株式会社Ｃ－ｍｉｎｄ,,cmind-co.jp,,,81362738031,虎石 克,,,,,,,東京都新宿区大久保2-5-23　新宿辻ビル10階（総合受付5階）,コンピューターセキュリティー、ネットワークセキュリティー,,安保,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,峰尾,,​株式会社トラストワン,,trustone-group.com,,https://www.wantedly.com/companies/company_9321058/post_articles/501899,81362283300,森,,,不通リスト,,移転のため電話が通じない,,東京都千代田区神田錦町2-2-1神田スクエア11F 13-122,建築／設計,,戸倉,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,峰尾,,株式会社リーディング・エッジ社,,leadinge.co.jp,,採用ページ,81345500020,松本,,,不通リスト,,12・19　電話でなかった　1・9　ただいま電話に出ることができません,,東京都港区新橋四丁目1番1号 新虎通りCORE 13階,インターネット,,安保,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,峰尾,,株式会社カナン・ジオリサーチ,,canaan-geo.jp,,,81899936711,篠原,,,追客,,"12・19　2026になったら電話
3・30　30代女性　7月以降
",2026/07/01,愛媛県松山市今在家二丁目1番4号,情報通信、電話,,安保,FALSE,,,3,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,峰尾,,株式会社Ｎｏｔｏカレッジ,,www.notocolle.co.jp,,,81584847286,辻,,,追客,,"12・19　社長不在
3・30　40代女性　社長会議中",,岐阜県大垣市宮町1丁目36,市民団体・社会組織,,安保,FALSE,,,2,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,峰尾,,株式会社ナカシマ,,www.nakashima-mfg.com,,健康優良法人,81562961300,中島基木,,,受付NG,,"12・２５　社長不在　
1・9　30代女性　
1・19　社長不在　
1・26　30代女性　NG",,〒470-1161愛知県豊明市栄町新左山1番地757,生産用／業務用機械器具,,内田,FALSE,,,4,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,,,株式会社ジェリフ,,www.jeleaf.co.jp,,"株式会社ジェリフ is a company that specializes in the production and distribution of gelatin products. They offer a wide range of gelatin-related products, including gelatin leaf, gelatin powder, granulated gelatin, collagen peptides, and gelatin for caregiving purposes. In addition to gelatin, they also provide information on agar and its uses. With their headquarters and factory located in Sanjo, Japan, ジェリフ is dedicated to delivering high-quality gelatin products to their customers.",81775883000,中井,,,追わない,,12・19　2026になったら電話,,滋賀県野洲市市三宅１０１３,飲食料品（食品、飲料）,,安保,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,,,ケーツーエンジニアリング株式会社,,k2eng-ltd.co.jp,,https://www.voice-report.jp/report/2021_800th_131/,81667606255,秀平,,,追わない,,12・26　アクサもう消したと言及された,,大阪府大阪市平野区長吉六反,電気機械器具／電子部品・デバイス・機器製造,,中井,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,峰尾,,Tradee株式会社,,tradee.co.jp,,https://tradee.co.jp/news/961/,815037179585,砂糖,,,社長NG,,12・26　前誰かが電話してダメだった見たい,,神奈川県川崎市中原区新丸子町758番地2 クリオ武蔵小杉アーバンテラス1F,経営コンサルティング,,戸倉,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,峰尾,,平成コンピュータ株式会社,,e-hcc.co.jp,,https://jws-japan.or.jp/whitecareer/white_company/12374,81663132261,坂本 憲昭,,,受付NG,,"1・9　30代女性　受付NG　
1・19　30代女性　きちんとブロック",,大阪府大阪市北区西天満5丁目10-17　西天満パークビル3F,情報処理システム、情報処理サービス,,松永海斗,FALSE,,,2,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,,,スペース・ソルバ株式会社,,www.solver.co.jp,,,81368117921,滝川,,,追わない,,12・19　社長不在,,東京都千代田区神田駿河台2-3-11 ヒューリック御茶ノ水ビル4F,業務コンサルティング,,安保,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,峰尾,,アルバック・クライオ株式会社,,www.ulvac-cryo.com,,,81467850303,清田,,,担当NG,,12・19　NG,,神奈川県茅ヶ崎市矢畑1222-1,自動車、輸送用機械器具、輸送用機器,,安保,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,,,ニッシンコーポレーション株式会社,,www.nisshin-corp.co.jp,,,664262000,福本,,,追わない,,12・19　社長不在　予定分からないそう,,兵庫県尼崎市潮江5-8-30,建築／設計,,安保,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,峰尾,,株式会社リィ,,liistyle.com,,https://liistyle.com/posts-detail/MyQlYLgS,9059449538,広瀬,,,追わない,,"12・19　不通　
12・26　着信拒否
3・30　不通",,愛知県名古屋市昭和区御器所通3-8-1御器所セントラルビル3A,初等／中等教育,,,FALSE,,,3,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,,,株式会社アイズプラス,,is-pluseq.com,,https://is-pluseq.com/5024/,81728045553,いけしょう,,,追わない,,12・26　社長の名前違うらしい,,神奈川県鎌倉市御成町11-37 1F,人材・派遣サービス,,戸倉,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,峰尾,,株式会社ハイアーグラウンド,,https://higherground.inc/,,https://bene-fits.jp/company/detail/25893,81364593047,鈴木 健,,,受付NG,,12/23　不在　1・9、19　若手女性　ブロック,,東京都渋谷区恵比寿４丁目１７番３号カゲオカビル４Ｆ,不動産,,戸倉,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,峰尾,,株式会社メタルワークス,,www.metal-works.ecnet.jp,,,81336258501,茂木,,,受付NG,,1・19　16：00以降社長いる,,東京都墨田区東駒形4-19-3,自動車、輸送用機械器具、輸送用機器,,安保,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,,,丸仲建設株式会社,,www.marunaka-kensetu.com,,,81577341555,住,,,追わない,,12・19　社長不在,,岐阜県高山市松本町2223-1,建築／設計,,安保,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,,,株式会社HES,,he-service.co.jp,,https://jws-japan.or.jp/whitecareer/white_company/12452,81364299899,小川 浩志,,,追客,,"12・２５　社長不在　
1・9中年女性　予定知らない　
1・19　中年女性　予定知らない
2・4　30代女性　社長不在　予定把握してない
2・5　40代女性　社長不在　健康経営ない
2・9　40代女性　不在
2・12　40代女性　不在
2・17　40代女性　不在　毎回折り返し求められる
3・23　40代女性　不在",,東京都品川区南大井6-22-7 大森ベルポートE館2階,経営コンサルティング,,松永海斗,FALSE,,,9,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,,,NC建材株式会社,,www.nccmt.co.jp,,,8192-285-7856,金崎,,,追わない,,12・19　社長不在,,東京都千代田区神田淡路町2丁目6　神田淡路町二丁目ビル6F,建築／設計,,安保,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,,,株式会社日乃出江口,,www.hinode-eguchi.co.jp,,,81258474506,伊佐,,,追わない,,12・19　社長不在,,新潟県長岡市福山町1033番地,建築／設計,,安保,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,峰尾,,つばさモビリティ株式会社,,tsubasa-mobility.co.jp,,https://jws-japan.or.jp/whitecareer/white_company/6715,81425427755,猪股 浩行,,,受付NG,,社長出社しない,,東京都昭島市美堀町4丁目3番1号,自動車、輸送用機械器具、輸送用機器,,松永,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,峰尾,,川本鋼材株式会社,,kawamoto-kozai.co.jp,,https://jws-japan.or.jp/whitecareer/white_company/2868,81524461911,川本,,,担当NG,,"12・26　大掃除中　　
1・19　社長不在
1・26　30代女性　社長不在
2・4　30代女性　社長不在　今週は予定びっしり
2・9　30代女性　15：00
2・9　30代女性　16：30
2・9　30代女性　17：00
2・9　40代女性　担当NG",,愛知県あま市北苅三本柿151-1,機械,,松永,FALSE,,,8,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,峰尾,,株式会社リゾーム,,www.rhizo-me.com,,https://note.com/tasty_yarrow769/n/n0b9db736ddbd,81362649622,,,,不通リスト,,電話番号なし,,東京都中央区日本橋箱崎町17-1 箱崎リージェントビル6F,情報サービス,,,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,,,丸安産業株式会社,,www.maruyasu-kk.co.jp,,,06-6203-3032,野田,,,追わない,,12・19　社長不在,,大阪府大阪市中央区淡路町1-4-1 北浜コニシビル11F,建築／設計,,安保,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,,,藤工業株式会社（フジコウギョウカブシキガイシャ）,,www.fujk.co.jp,,社員旅行の開催,81939215036,藤田,,,,,"12・２５　社長不在　担当態度悪い！　
1・19　中年女性　社長不在
1・26　中年女性　社長不在　健康経営いない
2・4　40代女性　社長不在
2・12　30代女性　しんどそう　今週出張
2・17　50代女性　しぶそう",,福岡県北九州市小倉北区片野新町1丁目2番地26号,公益事業（電気、ガス、水道など）,,峰尾,FALSE,,,6,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,峰尾,,株式会社エーワンオートイワセ,,nagano.mini.jp,,https://bene-fits.jp/company/detail/18229,0263-85-3298,岩瀬,,,受付NG,,"12/23　不在　
1・9　受付男性　NG　
1・19　月曜定休",,長野県松本市村井町南２丁目７番１号,,,中井,FALSE,,,3,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,仲山,,和同情報システム株式会社,,wadou.co.jp,,https://jws-japan.or.jp/whitecareer/white_company/7518,81258469511,木村 信丈,,,受付NG,,取材NG,,新潟県長岡市新産2丁目1番地4,コンピューターソフトウェア,,松永海斗,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,仲山,,株式会社 田井鐵工,,tainexas.jp,,https://tainexas.jp/news/1141/,81795222931,田井,,,追わない,C,"ぶっきらぼう
２・１０不在。追わない
２・９丁寧ではあったが不在。",2026/02/10,兵庫県西脇市上野323-1,自動車、輸送用機械器具、輸送用機器,,松永海斗,FALSE,,,3,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,仲山,,株式会社　風光社,,fukosha.co.jp,,https://fukosha.co.jp/cms/column/2492/,81368034366,細川公志,,,社長NG,,,,東京都港区新橋3-9-10　天翔新橋ビル4F,マーケティング、広告宣伝,,松永海斗,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,仲山,,日本プラテック株式会社,,nihonplatech.co.jp,,https://www.voice-report.jp/report/2021_800th_143/,81669932931,高梨 憲春,,,担当NG,,紹介ないとだめ,,大阪府守口市南寺方東通3-13-23,パルプ、紙、紙加工品、木製品,,中井,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,仲山,,株式会社公園マネジメント研究所,,go-park.net,,https://www.voice-report.jp/report/2021_800th_128/,81669476522,恵谷 真,,,追わない,C,なにもわからない受付。,,大阪府大阪市中央区谷町2-2-22,経営コンサルティング,,中井,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,仲山,,株式会社レガーロ,,rega-lo.co.jp,,https://www.voice-report.jp/report/2021_800th_127/,81666165567,,,,不通リスト,,,,大阪府大阪市住之江区南港南6-1-33 丸三冷蔵内,食品／食料品製造,,,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,仲山,,株式会社福沢ビデオプランニング,,fvp-video.jimdofree.com,,https://www.voice-report.jp/report/2021_800th_129/,81669744859,,,,不通リスト,,,,大阪府大阪市東成区,メディア制作、クリエイティブ,,中井,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,仲山,,大阪ウェルディング工業株式会社,,osakawel.co.jp,,https://www.voice-report.jp/report/2021_800th_134/,0748-62-3771,魚谷,,,社長NG,,不要ネガ。個人でやればいいかなというスタンス。従業員さんとマッチするかがわからない→少しでもいいなと思ってもらえたら体験会できますの流れで行く。,,大阪府茨木市安威2-20-11,鉱業，採石、金属、鉄鋼,,中井,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,仲山,,公栄精密株式会社,,koeiseimitsu.co.jp,,https://www.voice-report.jp/report/2021_800th_117/,81773440589,,,,受付NG,,"3/2 自己紹介ガチャ切り
ガチャ切り。",,京都府綾部市岡安町大日蔭4,電気機械器具／電子部品・デバイス・機器製造,,中井,FALSE,,,2,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,仲山,,株式会社前田工作所,,nakagawa-fact.com,,https://www.voice-report.jp/report/2025_9122001014850/,667543600,中川,,,担当NG,A,"3/2 健康経営担当にNG
1/26 若い女性取材×忙しい理由なので間明ければ行ける
1/23 勘繰り深い中年女性乗り切った。月曜改める。",,大阪府大阪市平野区加美北２―４―１０,パルプ、紙、紙加工品、木製品,,中井,FALSE,,,3,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,仲山,,トラスティア株式会社,,trustia.co.jp,,社員旅行に行ってきました | システム開発/ソフトウェア開発 Trustia Blog（札幌）,81117883666,阿部 智紀,,,取材NG,,"追わない。
２・９受付から食い気味に取材NG
１２・４不在。ぶっきらぼう受付。",,北海道札幌市中央区北一条西3丁目2番地井門札幌ビル 7階,情報処理システム、情報処理サービス,,松永海斗,FALSE,,,3,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,仲山,,キクロン株式会社,,kikulon.com,,https://www.voice-report.jp/report/2025_6170001005166/,81734332220,山崎祥嗣,,,受付NG,,,,和歌山県和歌山市六番丁２４　ニッセイ和歌山ビル９階,,,中井,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,仲山,,本坊酒造株式会社,,hombo.co.jp,,本坊酒造株式会社 ｜ホワイト企業認定に認定されました,81992101210,本坊和人,,,資料送付,,kk001＠hombo.co.jp 広報に資料送付。営業できてないから微妙。,,鹿児島県鹿児島市南栄3丁目27番地,ワイン、果実酒、スピリッツ、蒸留酒,,松永海斗,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,中尾,,株式会社ハウスボートクラブ,,hbclub.co.jp,,https://hbclub.co.jp/news/20240401/,81366599801,水の,,,社長NG,A,"2/4 従業員への支援はしていないしする予定もない。
1/29 不在。社長の水野さん健康経営の担当とのこと。11:30ごろ再度連絡
12・２５　社長不在　1・9　社長　担当者不在　午後１いる",,東京都江東区住吉1丁目16番13号 リードシー住吉ビル３階,レジャー、旅行・ツーリズム,,戸倉,FALSE,,,3,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,中井,,株式会社 アジルコア,,agilecore.co.jp,,https://ameblo.jp/agilecore/entry-12825838540.html,81353635038,阿部,,,受付NG,,"2/16.女性　不在
2/20 女性　不在
2/25女性　NG　
3/3女性　直接社長に繋げない。総務いらない",,東京都渋谷区千駄ヶ谷5-18-20 代々木フォレストビル3F,コンピューターソフトウェア,,松永海斗,FALSE,,,4,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,中井,,S2ファクトリー株式会社,,s2factory.co.jp,,https://www.s2factory.co.jp/blog/vacation2023/,81354596484,花井,,,担当NG,,"1・26　資料送付　社長基本在宅ワーク
2/25　ずうっと在宅勤務",,東京都渋谷区神泉町5-2 塩入小路 101,コンピューターセキュリティー、ネットワークセキュリティー,,松永海斗,FALSE,,,2,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,中井,,株式会社 大西印刷,,ohnishi-p.co.jp,,https://www.ohnishi-p.co.jp/contents/3107,81778522121,大西,,,社長NG,C,"1・26　30代男性　厳しそう
2/16 30代男性　確認してくれた。
2/20　女性　25日からいない
3/3男性内藤様
3/5女性　出張中
3/9男性内藤さん探してくれる",,福井県鯖江市旭町2丁目2-8,印刷,,松永海斗,FALSE,,,6,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,中井,,株式会社ベスト・ハウジング,,besthousing.co.jp,,https://www.besthousing.co.jp/blog-20231115/,81534746252,江畑,,,受付NG,C,"1・26　30代女性　社長不在　予定把握してない
2/16 女性　
2/20女性　不在
3/3女性　不在　いらない",,静岡県浜松市中央区泉1丁目7-17,不動産,,松永海斗,FALSE,,,4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,中井,,株式会社マイセック,,misec.co.jp,,https://www.misec.co.jp/company-events/1128/,81525218271,間宮,,,担当NG,A,"1・26　30代女性　NG
2/16  男性探してくれる　不在
2/20 女性　不在
2/25女性　不在　18時過ぎ
2/26女性　野村　確認してくれる
3/3野村　確認してくれる
3/5野原女性　確認してくれる
3/9野原女性　確認してくれる、不在
3/10野村女性　打ち合わせ中16:30ころ
以前に断られた",,愛知県名古屋市西区笠取町3丁目54番地,機械,,松永海斗,FALSE,,,10,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,中井,,ツバメ瓦斯株式会社,,tubamegas.com,,https://www.voice-report.jp/report/2021_800th_119/,81773425577,松下 可奈,,,取材NG,C,"2/19　社長に伝えたが取材NG
2/17　社長不在
2/16　女性　不在
1・26　40代女性　なかなか社長いないみたい",,京都府綾部市井倉町樋ノ元14-1,公益事業（電気、ガス、水道など）,,中井,FALSE,,,4,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,中井,,株式会社ミックスアップ,,saitoshiki-group.co.jp,,https://saitoshiki-group.co.jp/news/detail/20240207172458/,81555256374,井上,,,追わない,C,,,山梨県南都留郡富士河口湖町河口1691,経営コンサルティング,,松永海斗,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,中井,,株式会社　リン キャピタル,,rincapital.jp,,https://www.wantedly.com/companies/company_4383307/post_articles/1011199,81357253147,山田,,,触るな危険！,B,"12/3資料送付　しもやま様が担当
2/16 女性　探してくれる",,東京都目黒区上目黒2-38-11 2F,不動産,,松永海斗,FALSE,,,2,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,中井,,株式会社クリエイトジャパン,,create-japan.com,,https://www.create-japan.com/340/,81593993131,森 崇裕,,,受付NG,B,"2/16　女性
2/20　女性　不在
2/26　女性　腹立つ感じ
3/3　女性不在　「～おらず」が口癖の女
3/5女性不在　健康経営担当いるか聞く
3/9女性　確認してくれる担当者宛て
現在要らないです。",,三重県三重郡菰野町田口新田495番地,生産用／業務用機械器具,,松永海斗,FALSE,,,7,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,中井,,株式会社エグゼクション,,exection.co.jp,,https://note.com/exection_blog/n/nf3b6eab43af3,03-3269-5557,佐藤,,,受付NG,,"https://powersolutions.co.jp/　ここに社長いる　子会社
2/20　女性
2/25 留守電",2026/02/26,東京都新宿区下宮比町2-26KDX飯田橋ビル4F,コンピューターソフトウェア,,松永海斗,FALSE,,,3,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,中井,,有限会社　アイエフジェイ,,ifj-hoken.com,,https://jws-japan.or.jp/whitecareer/white_company/11598,81474261159,佐々木,,,受付NG,,"1・26　30代男性　NG
2/16　女性不在
2/20　女性　不在
2/25　男性　不在
3/3女性　不在　5日いることは聞いた。忙しらしいけど
3/10高齢男性受付レベル50くらい老害",,千葉県船橋市習志野台4-11-6マルトミビル202,保険,,松永海斗,FALSE,,,6,,,,,,,,,,,,,,,,,,,,,,,
2025 11/10-12/01,中井,,浅科ニチム株式会社,,a-jrc.co.jp,,https://www.a-jrc.co.jp/archives/10701,81267582110,中澤,,,,,中澤社長退任済み,2025/12/22,長野県佐久市御馬寄479,ワイヤレス、無線通信,,戸倉,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,
